,Name,City,Country,Arena,Capactity,Logo URL,Division,City,State,,,,,,,,,,,,,,,,,,,,
Rookies,Marial,Shayok,PF,23,198,198,,52,2.7,3.6,0.878,8.2,0.568,5.4,0.386,1.4,5,5.4,46,2,45,20,0.9,0.2,42,USA,Iowa,Iowa State,R
Rookies,Kyle,Guy,PG,21,188,175,,39,1.4,2.2,0.833,7.4,0.426,4.2,0.491,0.7,10,3.8,69,2.1,50,39,0.7,0.1,55,USA,Virginia,Virginia,R
Rookies,Jaylen ,Hands,PG,20,190,180,,36,3.2,3.3,0.78,6.2,0.447,5.4,0.373,0.4,2,3.3,25,6.1,100,40.8,1.3,0.2,57,USA,California,UCLA,R
Rookies,Jordan,Bone,PG,21,190,180,,30,2,2.5,0.835,7,0.525,3.8,0.355,0.5,14,2.7,47,5.8,42,35,0.7,0.1,46,USA,Tennessee,Tennessee,R
Rookies,Miye,Oni,SG,21,198,210,,43,2.6,4.7,0.793,7.9,0.487,5.2,0.371,0.7,3,5.6,61,3.6,70,53.4,0.9,1.3,30,USA,Conneticut,Yale,R
Rookies,Jalen,Lacque,PG,19,193,185,,52.7,1,3.5,0.857,6,0.458,1.25,0.2,0,10,2.5,80,2,62,80,1.25,0.25,46,USA,,,R
Rookies,Naz,Reid,PF,22,198,220,,41.3,2.14,2.43,0.882,9.29,0.462,1.14,0.3,2,2,3.43,48,2,92,78,0.29,0.71,62,USA,,,R
Rookies,Tacko,Fall,C,23,229,310,,75,0.8,1.2,0.333,4.4,0.773,0,0,1.8,15,2.2,25,0.2,70,100,0,1.4,55,Senegal,,,R
Rookies,Terence,Davis,SF,22,193,205,,41,0.86,0.67,0.5,6.67,0.449,8,0.417,0.67,15,5.33,70,5,70,97,1.33,1,55,USA,,,R
Rookies,Nigel,Hayes,PF,22,200.66,245,,72,1.14,4.77,0.622,6.2,0.471,1.94,0.27,1.28,15,2.64,25,1.97,70,88,0.64,0.22,55,USA,Texas,SMU,R
Rookies,Chris,Boucher,PF,24,208.28,200,,82,0.69,2.09,0.6,4.46,0.617,2.71,0.29,1.33,15,3.16,25,0.35,70,82,0.35,1.83,55,Lithuania,Arizona,Arizona,R
Rookies,Viny,Okouo,C,19,218.44,240,,48,0.72,0.89,0.438,1.44,0.626,0,0,2.15,15,3.67,25,0.33,70,97,0.67,0.7,50,USA,Wisconsin,Wisconsin,R
Rookies,Isaiah,Briscoe,PG,20,190.5,218,,58,1.73,3.82,0.714,7.02,0.473,1.46,0.304,1,15,2.45,25,2.94,70,94,0.57,0.09,50,USA,Oregon,Oregon,R
Rookies,Malcolm,Hill,SF,21,198.12,230,,57,1.31,4.8,0.787,5.92,0.474,3.87,0.288,0.67,15,3.17,25,1.89,70,91,0.67,0.27,45,Republic of the Congo,,FMP,R
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Team ID,First,Last,Age,Position,Authority,Expectation,Personality,ShotSelection,BallMovement,Rebounding,Defence,Structure,DevShot,DevBallMovement,DevRebounding,DevDefence,DevFitness,FindTalent,FindPotential,Persuasion,Dedication,Desire,Potential,,,,,
Coaches,0,Lloyd,Pierce,43,HC,60,71,76,54,69,72,60,80,60,68,55,62,41,23,34,67,100,84,80,,,,,
Coaches,0,Melvin,Hunt,49,AC,55,71,65,56,60,65,74,55,62,51,60,61,90,63,59,68,79,12,75,,,,,
Coaches,1,Brad,Stevens,42,HC,80,67,50,75,62,65,90,60,62,76,75,64,57,43,30,78,87,90,90,,,,,
Coaches,1,Jay,Larranaga,44,AC,60,68,70,57,55,68,68,60,60,51,66,77,69,66,62,67,68,4,70,,,,,
Coaches,2,Kenny,Atkinson,51,HC,75,50,72,63,74,60,56,50,53,85,54,66,50,45,67,63,76,89,85,,,,,
Coaches,2,Travon,Bryant,36,AC,65,60,70,67,68,63,69,60,67,62,60,63,52,59,57,68,73,64,60,,,,,
Coaches,3,James,Borrego,41,HC,57,56,72,60,65,75,80,59,53,61,80,85,49,55,54,73,80,12,70,,,,,
Coaches,3,Stephen,Silas,46,AC,70,61,85,53,57,86,80,65,62,57,76,83,70,50,60,69,84,36,75,,,,,
Coaches,4,Jim,Boylen,53,AC,55,70,55,52,54,63,70,63,62,62,60,66,98,61,60,64,63,74,70,,,,,
Coaches,4,Pete,Myers,55,AC,45,66,70,48,50,65,45,60,65,67,70,71,98,61,60,64,63,74,90,,,,,
Coaches,5,Larry,Drew,63,AC,65,80,55,68,73,60,64,75,53,73,56,63,67,53,59,58,89,38,55,,,,,
Coaches,5,MIke,Gerrity,45,AC,51,74,60,42,74,86,42,63,61,70,64,52,85,53,59,58,89,38,55,,,,,
Coaches,6,Rick,Carlisle,59,HC,73,69,75,80,85,70,65,75,70,60,65,70,60,30,35,80,85,99,70,,,,,
Coaches,6,Darrell,Armstrong,50,AC,55,57,65,59,64,48,54,55,52,71,46,55,76,79,53,59,58,53,65,,,,,
Coaches,7,Mike,Malone,45,HC,61,62,75,70,70,65,75,60,50,65,40,80,75,65,45,80,70,32,75,,,,,
Coaches,7,Ryan,Bowen,43,AC,55,57,65,59,64,48,54,55,52,71,46,55,76,79,53,59,58,53,65,,,,,
Coaches,8,Dwane,Casey,59,HC,65,63,75,68,66,74,76,70,68,66,64,80,59,32,22,81,78,32,65,,,,,
Coaches,8,Sidney,Lowe,59,AC,70,52,80,79,82,62,64,53,81,90,57,67,81,53,67,67,79,48,75,,,,,
Coaches,9,Steve,Kerr,51,HC,82,91,81,88,82,65,69,69,94,91,54,66,79,63,39,75,79,88,88,,,,,
Coaches,9,Mike,Brown,48,AC,65,56,65,57,59,51,85,62,48,54,55,82,73,66,54,76,73,38,72,,,,,
Coaches,10,Mike,D'Antoni,65,HC,80,64,80,72,75,77,70,61,75,54,80,80,50,39,70,82,85,75,85,,,,,
Coaches,10,John,Lucas,65,AC,50,56,55,53,62,55,56,46,52,62,48,62,61,53,66,62,58,66,69,,,,,
Coaches,11,Nate,McMillan,54,HC,70,56,70,61,69,67,83,68,54,75,58,80,58,51,52,74,82,37,60,,,,,
Coaches,11,Popeye,Jones,48,AC,70,72,90,59,62,63,62,65,67,70,69,60,64,50,51,71,78,32,85,,,,,
Coaches,12,Doc,Rivers,57,HC,66,74,85,76,83,89,83,65,65,69,73,74,56,44,51,82,90,86,60,,,,,
Coaches,12,Sam,Cassell,49,AC,70,68,75,70,84,53,57,59,70,74,51,62,54,50,54,65,65,58,80,,,,,
Coaches,13,Frank,Vogel,43,HC,48,67,75,70,65,78,90,75,67,69,79,84,65,36,51,86,80,100,70,,,,,
Coaches,13,Jason,Kidd,43,HC,42,49,72,63,95,54,49,50,73,91,54,66,50,45,67,63,76,89,85,,USA,Kentucky,Kentucky,R
Coaches,14,J.B.,Bickerstaff,39,AC,80,70,55,72,78,53,53,50,71,72,52,54,68,61,58,53,63,35,55,,,,,
Coaches,14,Chad,Forcier,46,NA,23,56,25,69,89,66,38,58,63,72,63,74,75,19,19,13,42,57,83,,,,,
Coaches,15,Erik,Spoelstra,48,HC,75,79,80,72,68,84,81,75,62,64,60,71,74,34,75,85,79,35,85,,,,,
Coaches,15,Juwaun,Howard,45,AC,60,61,70,53,54,64,54,58,62,67,65,68,73,63,67,75,84,28,90,,,,,
Coaches,16,Mike,Budenholzer,49,HC,70,71,76,80,69,72,95,80,60,68,55,62,41,23,34,67,100,84,75,,,,,
Coaches,16,Darvin,Ham,45,AC,60,64,80,54,78,54,68,54,58,78,52,66,70,72,70,69,79,25,77,,,,,
Coaches,17,Ryan,Saunders,33,NA,75,59,90,67,43,87,70,64,38,11,65,63,54,48,49,82,27,67,79,,,,,
Coaches,17,Sam,Mitchell,55,AC,70,69,70,58,68,53,62,67,73,80,57,64,67,58,67,65,78,69,75,,,,,
Coaches,18,Alvin,Gentry,64,HC,74,63,85,68,75,84,82,72,73,72,67,79,65,48,43,87,83,77,75,,,,,
Coaches,18,Jeff,Bzdelik,66,AC,60,70,75,54,58,49,95,59,77,83,48,69,71,65,62,69,78,67,88,,,,,
Coaches,19,David,Fizdale,42,HC,74,73,88,78,75,80,88,78,61,70,65,82,57,53,66,80,85,45,75,,,,,
Coaches,19,Royal,Ivey,37,NA,16,45,27,41,21,47,48,46,56,62,48,87,60,48,88,40,25,99,80,,,,,
Coaches,20,Billy,Donovan,53,HC,49,87,75,78,71,84,82,64,77,73,67,72,58,32,34,76,90,54,65,,,,,
Coaches,20,Maurice,Cheeks,62,AC,60,70,75,54,58,49,53,59,77,83,48,69,71,65,62,69,78,67,88,,,,,
Coaches,21,Steve,Clifford,55,HC,57,56,72,60,65,75,80,59,53,61,80,85,49,55,54,73,80,12,70,,,,,
Coaches,21,MIke,Batiste,41,AC,75,72,65,53,57,64,56,60,59,63,73,72,69,74,69,62,67,39,68,,,,,
Coaches,22,Brett,Brown,57,HC,74,30,75,74,73,66,74,66,75,73,66,79,49,66,36,85,95,53,75,,,,,
Coaches,22,Kevin,Young,37,AC,55,70,60,48,54,41,42,56,74,77,69,78,70,52,60,71,80,8,53,,,,,
Coaches,23,Igor,Kokoskov,47,HC,55,60,80,62,70,64,59,54,82,75,71,65,59,43,29,89,80,25,90,,,,,
Coaches,23,Joe,Prunty,50,AC,63,49,65,58,63,47,59,53,62,61,53,58,57,72,69,71,80,47,70,,,,,
Coaches,24,Terry,Stotts,61,HC,46,52,80,67,73,71,63,62,75,73,65,62,52,32,36,73,80,58,70,,,,,
Coaches,24,Jay,Triano,60,AC,60,53,65,58,63,47,59,53,62,61,53,58,57,72,69,71,80,47,55,,,,,
Coaches,25,Dave,Joerger,46,HC,65,70,70,69,65,78,81,71,64,62,75,82,72,34,46,76,74,29,73,,,,,
Coaches,25,Bob,Thornton,57,AC,60,73,70,65,59,67,59,59,80,59,73,68,59,59,69,63,73,83,80,,,,,
Coaches,26,Gregg,Popovich,67,HC,95,92,41,84,95,81,92,84,70,57,63,66,36,63,30,89,94,87,55,,,,,
Coaches,26,Becky,Hammon,41,AC,65,65,60,59,56,64,58,69,53,56,58,64,58,49,52,69,68,41,60,,,,,
Coaches,27,Nick,Nurse,49,HC,80,85,70,84,60,78,88,89,67,60,53,51,80,74,80,56,72,70,90,,,,,
Coaches,27,Adrian,Griffin,45,NA,45,50,40,59,75,32,18,43,67,63,53,91,67,30,17,90,40,76,76,,,,,
Coaches,28,Quin,Snyder,52,HC,65,54,70,58,66,57,67,64,67,69,76,81,74,67,50,74,83,99,70,,,,,
Coaches,28,Johnnie,Bryant,43,AC,65,38,65,42,41,46,43,48,53,50,49,50,52,75,72,66,67,37,95,,,,,
Coaches,29,Scott,Brooks,51,HC,61,50,75,63,73,63,67,69,73,66,62,59,67,53,39,74,77,43,65,,,,,
Coaches,29,Maz,Trakh,57,AC,70,68,75,70,84,53,57,59,70,74,51,62,54,50,54,65,65,58,80,,,,,
Coaches,-1,Scott,Skiles,52,NA,62,33,70,61,65,67,71,65,71,68,65,68,50,47,27,68,75,4,70,,,,,
Coaches,-1,Dan,Collins,66,NA,70,71,75,70,70,75,70,75,65,67,68,69,73,57,57,86,83,10,60,,,,,
Coaches,-1,Byron,Scott,51,NA,75,82,75,73,69,64,68,73,67,68,61,70,68,64,64,71,75,81,70,,,,,
Coaches,-1,George,Karl,68,NA,70,56,85,82,81,64,61,69,51,70,63,56,68,50,42,79,85,44,60,,,,,
Coaches,-1,Shaq,Oneal,41,NA,80,68,95,58,52,66,69,57,71,52,74,75,53,51,52,86,88,50,80,,,,,
Coaches,-1,Jeff,Van Gundy,53,NA,70,70,70,65,65,68,73,58,61,61,60,64,62,63,62,67,67,37,65,,,,,
Coaches,-1,Pat,Riley,66,NA,90,95,90,88,92,96,87,92,64,56,64,58,65,62,45,86,84,64,55,,,,,
Coaches,-1,Hakeem,Olajuwon,49,NA,75,62,80,68,62,93,67,54,85,59,74,80,62,49,45,79,84,67,77,,,,,
Coaches,-1,Les,Rogers,66,NA,28,55,71,64,81,16,60,71,61,42,28,50,84,69,13,90,64,12,52,,,,,
Coaches,-1,Sal,Chavarria,61,NA,41,63,86,84,23,29,62,61,62,43,70,10,66,59,26,15,60,17,40,,,,,
Coaches,-1,Michale,Kennison,54,NA,43,47,43,50,61,18,77,44,14,19,73,75,90,64,78,36,70,56,68,,,,,
Coaches,-1,Jimmy,Cleamons,59,NA,60,55,65,54,49,64,58,54,64,52,72,71,68,62,68,62,79,73,64,,,,,
Coaches,-1,Sammie,Peters,65,NA,29,64,43,62,28,48,44,68,77,34,78,40,29,51,18,66,83,37,76,,,,,
Coaches,-1,Darren,Brannum,54,NA,21,47,60,55,20,73,64,20,46,67,42,85,10,38,22,60,39,79,61,,,,,
Coaches,-1,Keenan,Coulter,62,NA,60,41,34,63,61,21,34,47,12,77,21,56,56,56,33,78,34,36,43,,,,,
Coaches,-1,Jared,Coots,58,NA,61,55,64,78,16,72,35,61,26,90,84,34,54,25,24,89,10,19,76,,,,,
Coaches,-1,Sean,Braddy,47,NA,61,50,42,53,32,83,62,88,36,68,67,89,32,30,30,17,38,92,67,,,,,
Coaches,-1,Lucien,Rosenfeld,32,NA,70,38,72,44,55,45,51,52,51,30,34,32,51,70,32,53,25,2,17,,,,,
Coaches,-1,Felix,Rocants,29,NA,49,65,40,47,34,89,31,80,40,71,34,72,55,67,86,42,48,14,89,,,,,
Coaches,-1,Tai,Navarette,32,NA,34,42,80,76,39,17,24,65,18,16,35,34,27,34,53,70,32,75,88,,,,,
Coaches,-1,Neil,Fleischmann,60,NA,88,46,18,22,81,44,10,65,11,32,25,76,34,50,90,29,27,18,45,,,,,
Coaches,-1,Deandre,Maclin,42,NA,89,37,45,48,18,60,17,25,57,12,50,63,39,30,42,37,66,45,84,,,,,
Coaches,-1,Jonathan,Edmiston,44,NA,23,55,24,80,86,83,13,32,67,30,18,42,58,58,81,12,85,51,39,,,,,
Coaches,-1,Irwin,Alvares,29,NA,74,54,61,39,22,26,64,86,74,83,46,70,72,17,53,41,74,14,87,,,,,
Coaches,-1,Andrew,Markert,60,NA,65,52,15,25,29,74,80,75,45,12,39,24,14,34,33,70,56,20,30,,,,,
Coaches,-1,Edwin,Clemens,52,NA,44,60,17,72,83,47,75,77,27,21,90,37,83,54,44,43,46,100,86,,,,,
Coaches,-1,Tobias,Whiang,43,NA,49,64,40,57,70,56,70,75,52,19,24,42,28,89,29,47,43,98,82,,,,,
Coaches,-1,Jose,Corn,52,NA,63,53,52,50,83,66,57,50,38,18,13,41,41,20,56,60,54,5,82,,,,,
Coaches,-1,Andrew,Therrien,42,NA,72,40,66,74,25,30,25,81,58,15,15,16,42,79,51,19,74,24,63,,,,,
Coaches,-1,Otto,Alberto,39,NA,88,74,19,43,81,78,25,78,54,46,75,52,90,41,17,75,38,96,34,,,,,
Coaches,-1,Edison,Southworth,66,NA,90,58,17,80,15,73,51,29,33,60,44,50,59,55,60,78,51,78,79,,,,,
Coaches,-1,Robin,Derrico,54,NA,14,44,73,39,55,81,53,22,59,14,79,73,44,71,68,23,58,26,16,,,,,
Coaches,-1,Mathew,Sistrunk,40,NA,21,57,54,76,55,29,87,20,81,73,61,14,11,74,28,61,86,41,24,,,,,
Coaches,-1,Chris,Michel,40,NA,16,46,66,24,44,24,48,49,10,38,40,25,81,83,75,51,67,2,84,,,,,
Coaches,-1,Martin,Malone,49,NA,66,62,75,69,67,75,82,70,71,66,82,76,46,41,60,87,78,81,75,,,,,
Coaches,-1,Lynn,Turberville,65,NA,64,54,75,22,25,90,39,15,88,73,76,55,83,52,48,74,47,22,51,,,,,
Coaches,-1,Jordan,Range,36,NA,47,46,45,56,83,24,61,15,44,87,36,73,82,81,69,13,49,88,59,,,,,
Coaches,-1,Michale,Giglio,34,NA,81,64,38,77,86,65,63,42,54,88,33,40,76,88,87,69,44,36,58,,,,,
Coaches,-1,Robbie,Selleck,55,NA,13,50,65,22,90,81,25,48,82,78,21,21,79,79,51,61,76,68,29,,,,,
Coaches,-1,Chauncy,Nowakowski,54,NA,69,60,72,36,70,58,24,77,62,47,79,49,34,68,61,13,34,49,33,,,,,
Coaches,-1,Israel,Dressler,65,NA,73,61,36,22,50,42,55,90,50,68,21,55,42,34,77,89,69,100,26,,,,,
Coaches,-1,Herb,Guice,30,NA,54,48,88,25,36,67,64,32,32,61,68,23,81,18,77,84,12,45,68,,,,,
Coaches,-1,Esteban,Rencher,41,NA,60,58,26,86,55,63,45,48,80,84,11,51,12,59,35,42,35,56,34,,,,,
Coaches,-1,Donny,Denis,63,NA,81,41,18,46,13,10,59,15,27,88,68,52,39,34,90,23,52,58,29,,,,,
Coaches,-1,Gene,Jewell,61,NA,24,49,70,45,37,60,32,19,38,78,44,16,35,40,21,71,75,5,52,,,,,
Coaches,-1,Everett,Grosso,47,NA,15,57,89,90,17,81,42,54,15,80,16,59,26,40,35,45,19,31,67,,,,,
Coaches,-1,Caleb,Eastwood,36,NA,29,47,78,46,43,16,13,82,63,26,28,65,65,40,21,33,49,91,34,,,,,
Coaches,-1,Paul,Mutumbo,37,NA,55,59,75,51,49,73,72,53,63,59,71,73,63,72,68,58,74,97,72,,,,,
Coaches,-1,Fred,Hoiberg,46,NA,67,76,70,75,85,79,95,80,55,80,66,80,56,45,37,80,95,38,60,,,,,
Coaches,-1,Tyronn,Lue,39,NA,72,84,70,53,61,54,72,62,58,61,52,74,71,68,67,68,73,32,75,,,,,
Coaches,-1,Earl,Watson,39,NA,57,57,80,78,71,65,66,56,81,77,69,70,54,43,29,89,80,25,73,,,,,
Coaches,-1,Kurt,Rambis,60,NA,62,60,75,58,68,73,68,63,57,61,77,72,69,74,69,67,84,44,70,,,,,
Coaches,-1,Tom,Thibodeau,58,NA,86,71,70,75,85,79,95,80,55,80,66,80,56,45,37,80,95,38,60,,,,,
Coaches,-1,Jeff,Hornacek,55,NA,75,70,75,82,85,85,65,76,65,62,63,65,62,69,65,80,72,76,70,,,,,
Coaches,-1,Stan,Van Gundy,59,NA,80,61,70,65,70,65,70,55,53,85,60,80,48,46,70,65,75,98,60,,,,,
Coaches,-1,Frank,Vogel,45,NA,48,67,75,70,65,78,90,75,67,69,79,84,65,36,51,86,80,100,70,,,,,
Coaches,-1,Jason,Kidd,45,NA,42,49,72,63,95,54,49,50,73,91,54,66,50,45,67,63,76,89,85,,,,,
Coaches,-1,Brian,Shaw,52,NA,68,70,55,72,78,53,53,50,71,72,52,54,68,61,58,53,63,35,70,,,,,
